#Code,description
#Extracted from http://www.publictendering.com/xls/CPV2008es.xls on 20151010. Converted using in2csv.
45214640-8,Trabajos de construcción de estaciones meteorológicas
45214700-7,Trabajos de construcción de colegios mayores
45214710-0,Trabajos de construcción de vestíbulos
45214800-8,Edificio con instalaciones para formación
45215000-7,"Trabajos de construcción de edificios relacionados con la salud y los servicios sociales, de crematorios y aseos públicos"
45215100-8,Trabajos de construcción de edificios relacionados con la salud
45215110-1,Trabajos de construcción de balnearios
45215120-4,Trabajos de construcción de edificios de medicina especializada
45215130-7,Trabajos de construcción de clínicas
45215140-0,Trabajos de construcción de establecimientos hospitalarios
45215141-7,Trabajos de construcción de quirófanos
45215142-4,Trabajos de construcción de unidades de cuidados intensivos
45215143-1,Trabajos de construcción de salas de detección y diagnóstico
45215144-8,Trabajos de construcción de salas de detección de enfermedades
45215145-5,Trabajos de construcción de salas de fluoroscopia
45215146-2,Trabajos de construcción de salas de patología
45215147-9,Trabajos de construcción de salas de medicina legal
45215148-6,Trabajos de construcción de salas de catéteres
45215200-9,Trabajos de construcción de edificios para servicios sociales
45215210-2,Trabajos de construcción de centros de acogida
45215212-6,Trabajos de construcción de residencias de ancianos
45215213-3,Trabajos de construcción de casas de reposo
45215214-0,Trabajos de construcción de hogares residenciales
45215215-7,Trabajos de construcción de centros de acogida infantil
45215220-5,"Trabajos de construcción de edificios para instituciones sociales, excepto centros de acogida"
45215221-2,Trabajos de construcción de centros de día
45215222-9,Trabajos de construcción de centros cívicos
45215300-0,Construcción de crematorio
45215400-1,Cementerio
45215500-2,Aseos públicos
45216000-4,Trabajos de construcción de edificios relacionados con los servicios de orden público o con los servicios de emergencia y de edificios militares
45216100-5,Trabajos de construcción de edificios relacionados con los servicios de orden público o servicios de emergencia
45216110-8,Trabajos de construcción de edificios relacionados con los servicios de orden público
45216111-5,Trabajos de construcción de comisarías de policía
45216112-2,Trabajos de construcción de tribunales
45216113-9,Trabajos de construcción de establecimientos penitenciarios
45216114-6,Edificios destinados al Parlamento y a asambleas públicas
45216120-1,Trabajos de construcción de edificios relacionados con los servicios de emergencia
45216121-8,Trabajos de construcción de cuarteles de bomberos
45216122-5,Trabajos de construcción de puestos de ambulancia
45216123-2,Trabajos de construcción de edificios de rescate en montaña
45216124-9,Trabajos de construcción de puestos de botes salvavidas
45216125-6,Trabajos de construcción de edificios para servicios de emergencia
45216126-3,Trabajos de construcción de puestos de guardacostas
45216127-0,Trabajos de construcción de estaciones de salvamento
45216128-7,Trabajos de construcción de faros
45216129-4,Refugios de protección
45216200-6,Trabajos de construcción de edificios e instalaciones militares
45216220-2,Trabajos de construcción de búnkeres militares
45216230-5,Trabajos de construcción de refugios militares
45216250-1,Trabajos de construcción de trincheras defensivas
45217000-1,Trabajos de construcción de edificios inflables
45220000-5,Obras de ingeniería y trabajos de construcción
45221000-2,"Trabajos de construcción de puentes y túneles, pozos y pasos subterráneos"
45221100-3,Trabajos de construcción para puentes
45221110-6,Trabajos de construcción de puentes
45221111-3,Trabajos de construcción de puentes de carretera
45221112-0,Trabajos de construcción de puentes de ferrocarril
45221113-7,Trabajos de construcción de pasarelas
45221114-4,Obras de construcción de puentes de hierro
45221115-1,Obras de construcción de puentes de acero
45221117-5,Trabajos de construcción de básculas puente
45221118-2,Trabajos de construcción de puentes para conducciones
45221119-9,Trabajos de renovación de puentes
45221120-9,Trabajos de construcción de viaductos
45221121-6,Trabajos de construcción de viaductos de carretera
45221122-3,Trabajos de construcción de viaductos de ferrocarril
45221200-4,"Trabajos de construcción de túneles, pozos y pasos subterráneos"
45221210-7,Excavaciones cubiertas o parcialmente cubiertas
45221211-4,Paso inferior
45221213-8,Excavaciones cubiertas o parcialmente cubiertas de ferrocarril
45221214-5,Excavaciones cubiertas o parcialmente cubiertas de carretera
45221220-0,Alcantarillas
45221230-3,Pozos de inspección
45221240-6,Trabajos de construcción de túneles
45221241-3,Trabajos de construcción de túneles de carretera
45221242-0,Trabajos de construcción de túneles de ferrocarril
45221243-7,Trabajos de construcción de túneles peatonales
45221244-4,Trabajos de construcción de túneles de canal
45221245-1,Trabajos de construcción de túneles subfluviales
45221246-8,Trabajos de construcción de túneles submarinos
45221247-5,Trabajos de tunelización
45221248-2,Trabajos de construcción de revestimientos para túneles
45221250-9,"Trabajos subterráneos distintos de los túneles, pozos y pasos subterráneos"
45222000-9,"Trabajos de construcción de obras de ingeniería, excepto puentes, túneles, pozos y pasos subterráneos"
45222100-0,Trabajos de construcción de plantas de tratamiento de residuos
45222110-3,Trabajos de construcción de vertederos de residuos
45222200-1,Trabajos de ingeniería para instalaciones militares
45222300-2,Trabajos de ingeniería para instalaciones de seguridad
45223000-6,Trabajos de construcción de estructuras
45223100-7,Montaje de estructuras metálicas
45223110-0,Instalación de estructuras metálicas
45223200-8,Obras de estructura
45223210-1,Obras de estructura de acero
45223220-4,Trabajos de obra bruta
45223300-9,Trabajos de construcción de estacionamientos
45223310-2,Trabajos de construcción de estacionamientos subterráneos
45223320-5,Trabajos de construcción de estacionamientos disuasorios
45223400-0,Trabajos de construcción de estaciones de radar
45223500-1,Estructuras de hormigón armado
45223600-2,Trabajos de construcción de perreras
45223700-3,Trabajos de construcción de áreas de servicio
45223710-6,Trabajos de construcción de áreas de servicio de autopista
45223720-9,Trabajos de construcción de gasolineras
45223800-4,Montaje e instalación de estructuras prefabricadas
45223810-7,Construcciones prefabricadas
45223820-0,Elementos prefabricados y sus componentes
45223821-7,Unidades prefabricadas
45223822-4,Elementos prefabricados
45230000-8,"Trabajos de construcción de tuberías, líneas de comunicación y líneas de conducción eléctrica, de autopistas, carreteras, aeródromos y vías férreas; trabajos de explanación"
45231000-5,"Trabajos de construcción de tuberías, líneas de comunicación y líneas de conducción eléctrica"
45231100-6,Trabajos generales de construcción de tuberías
45231110-9,Trabajos de construcción de tendidos de tuberías
45231111-6,Elevación y reinstalación de tuberías
45231112-3,Instalación de sistema de tuberías
45231113-0,Trabajos de reinstalación de tuberías
45231200-7,Trabajos de construcción de oleoductos y gasoductos
45231210-0,Construcción de oleoducto
45231220-3,Construcción de gasoducto
45231221-0,Trabajos de construcción de redes de suministro de gas
45231222-7,Trabajos en gasómetros
45231223-4,Obras auxiliares de distribución de gas
45231300-8,Trabajos de construcción de tuberías para agua y aguas residuales
45231400-9,Trabajos de construcción de líneas de conducción eléctrica
45231500-0,Trabajos en conducciones de aire comprimido
45231510-3,Trabajos en circuitos neumáticos de distribución postal
45231600-1,Trabajos de construcción de líneas de comunicación
45232000-2,Obras auxiliares para tuberías y cables
45232100-3,Obras auxiliares para tuberías de agua
45232120-9,Trabajos de regadío
45232121-6,Trabajos de construcción de canalizaciones de riego
45232130-2,Trabajos de construcción de canalizaciones de aguas pluviales
45232140-5,Trabajos de construcción de redes de calefacción urbana
45232141-2,Trabajos relacionados con la calefacción
45232142-9,Trabajos de construcción de estaciones de termotransferencia
45232150-8,Trabajos relacionados con tuberías de distribución de agua
45232151-5,Trabajos de construcción de reacondicionamiento de canalizaciones de agua
45232152-2,Trabajos de construcción de estaciones de bombeo
45232153-9,Construcción de torre de agua
45232154-6,Trabajos de construcción de cisternas elevadas de agua potable
45232200-4,Obras auxiliares para líneas de conducción eléctrica
45232210-7,Construcción de línea aérea
45232220-0,Trabajos de construcción de subestaciones
45232221-7,Subestación transformadora
45232300-5,Trabajos de construcción y obras auxiliares de líneas telefónicas y de comunicación
45232310-8,Trabajos de construcción de líneas telefónicas
45232311-5,Líneas telefónicas de socorro en carretera
45232320-1,Líneas de radiodifusión por cable
45232330-4,Montaje de antenas
45232331-1,Obras auxiliares para radiodifusión
45232332-8,Obras auxiliares para telecomunicaciones
45232340-7,Trabajos de construcción de estaciones de base de telefonía móvil
45232400-6,Obras de alcantarillado
45232410-9,Obras de saneamiento
45232411-6,Trabajos de construcción de canalizaciones de aguas sucias
45232420-2,Construcción de planta depuradora de aguas residuales
45232421-9,Planta de tratamiento de aguas residuales
45232422-6,Planta de tratamiento de lodos
45232423-3,Trabajos de construcción de centrales de bombeo de aguas residuales
45232424-0,Trabajos de construcción de descarga de aguas residuales
45232430-5,Obras para el tratamiento de agua
45232431-2,Estación de bombeo de aguas residuales
45232440-8,Trabajos de construcción de tuberías para aguas residuales
45232450-1,Trabajos de construcción de sistemas de desagüe
45232451-8,Trabajos de drenaje y de superficie
45232452-5,Trabajos de desagüe
45232453-2,Trabajos de construcción de desagües
45232454-9,Trabajos de construcción de depósitos de aguas pluviales
45232460-4,Trabajos sanitarios
45232470-7,Centro de transferencia de residuos
45233000-9,"Trabajos de construcción, cimentación y pavimentación de autopistas y carreteras"
45233100-0,Trabajos de construcción de autopistas y carreteras
45233110-3,Obras de construcción de autopistas
45233120-6,Trabajos de construcción de carreteras
45233121-3,Trabajos de construcción de carreteras de gran circulación
45233122-0,Trabajos de construcción de carreteras de circunvalación
45233123-7,Trabajos de construcción de carreteras secundarias
45233124-4,Trabajos de construcción de carreteras principales
45233125-1,Trabajos de construcción de intersecciones de carreteras
45233126-8,Trabajos de construcción de intersecciones a desnivel
45233127-5,Trabajos de construcción de intersecciones en T
45233128-2,Trabajos de construcción de rotondas
45233129-9,Trabajos de construcción de cruces de carreteras
45233130-9,Trabajos de construcción de autopistas
45233131-6,Trabajos de construcción de carreteras elevadas
45233139-3,Mantenimiento de autopistas
45233140-2,Obras viales
45233141-9,Trabajos de mantenimiento de carreteras
45233142-6,Trabajos de reparación de carreteras
45233144-0,Trabajos de construcción de pasos elevados
45233150-5,Trabajos destinados a la restricción del tráfico
45233160-8,Caminos y otras superficies empedradas
45233161-5,Trabajos de construcción de caminos peatonales
45233162-2,Trabajos de construcción de pistas para bicicletas
45233200-1,Trabajos diversos de pavimentación
45233210-4,Trabajos de pavimentación de autopistas
45233220-7,Trabajos de pavimentación de carreteras
45233221-4,Trabajos de pintura de la superficie de la calzada
45233222-1,Trabajos de pavimentación y asfaltado
45233223-8,Trabajos de repavimentación de calzadas
45233224-5,Trabajos de construcción de carreteras de calzada doble
45233225-2,Trabajos de construcción de carreteras de calzada única
45233226-9,Trabajos de construcción de vías de acceso
45233227-6,Trabajos de construcción de ramales de enlace
45233228-3,Trabajos de construcción de recubrimientos de superficies
45233229-0,Mantenimiento de arcenes
45233250-6,"Trabajos de pavimentación, excepto carreteras"
45233251-3,Trabajos de repavimentación
45233252-0,Trabajos de pavimentación de calles
45233253-7,Trabajos de pavimentación de caminos peatonales
45233260-9,Trabajos de construcción de vías peatonales
45233261-6,Trabajos de construcción de pasos elevados de peatones
45233262-3,Trabajos de construcción de zonas peatonales
45233270-2,Trabajos de pintura de superficies de aparcamiento
45233280-5,Instalación de barreras viarias
45233290-8,Instalación de señales de tráfico
45233291-5,Instalación de bolardos
45233292-2,Instalación de equipo de seguridad
45233293-9,Instalación de mobiliario urbano
45233294-6,Instalación de señalización viaria
45233300-2,"Trabajos de cimentación de autopistas, carreteras, calles y caminos peatonales"
45233310-5,Trabajos de cimentación de autopistas
45233320-8,Trabajos de cimentación de carreteras
45233330-1,Trabajos de cimentación de calles
45233340-4,Trabajos de cimentación de aceras
45234000-6,Trabajos de construcción de vías férreas y sistemas de transporte por cable
45234100-7,Trabajos de construcción ferroviaria
45234110-0,Obras en vías férreas interurbanas
45234111-7,Trabajos de construcción de ferrocarriles urbanos
45234112-4,Trabajos de construcción de depósitos ferroviarios
45234113-1,Demolición de vías
45234114-8,Trabajos de construcción de terraplenes ferroviarios
45234115-5,Trabajos de señalización ferroviaria
45234116-2,Trabajos de construcción de vías férreas
45234120-3,Obras en vías férreas urbanas
45234121-0,Obras tranviarias
45234122-7,Obras en la red de ferrocarriles subterráneos
